t_ns,command_index,command_type,label,ref_canvas_x_mm,ref_canvas_y_mm,ref_canvas_z_mm,act_canvas_x_mm,act_canvas_y_mm,act_canvas_z_mm,normal_err_mm,tangential_err_mm
1784877077831313155,3,move_to,smooth_s_curve,130.0441,244.9759,-19.9975,130.0877,244.9515,-19.9953,0.0022,0.0500
1784877077849756385,3,move_to,smooth_s_curve,130.0441,244.9759,-19.9975,130.0877,244.9515,-19.9953,0.0022,0.0500
1784877077869196993,3,move_to,smooth_s_curve,130.0441,244.9759,-19.9975,130.0877,244.9515,-19.9953,0.0022,0.0500
1784877077888808498,3,move_to,smooth_s_curve,130.0441,244.9759,-19.9975,130.0877,244.9515,-19.9953,0.0022,0.0500
1784877077908686400,3,move_to,smooth_s_curve,130.0441,244.9759,-19.9975,130.0877,244.9515,-19.9953,0.0022,0.0500
1784877077927049082,3,move_to,smooth_s_curve,130.0441,244.9759,-19.9975,130.0877,244.9515,-19.9953,0.0022,0.0500
1784877077945999734,3,move_to,smooth_s_curve,130.0441,244.9759,-19.9975,130.0877,244.9515,-19.9953,0.0022,0.0500
1784877077963865866,3,move_to,smooth_s_curve,130.0441,244.9759,-19.9975,130.0877,244.9515,-19.9953,0.0022,0.0500
1784877077983375829,3,move_to,smooth_s_curve,130.0441,244.9759,-19.9975,130.0877,244.9515,-19.9953,0.0022,0.0500
1784877078003704328,3,move_to,smooth_s_curve,130.0788,244.9321,-19.9961,130.0877,244.9515,-19.9953,0.0008,0.0213
1784877078022342140,3,move_to,smooth_s_curve,130.0163,244.7953,-20.0017,130.0877,244.9514,-19.9953,0.0065,0.1717
1784877078041371546,3,move_to,smooth_s_curve,129.8787,244.4946,-20.0141,130.0882,244.9513,-19.9953,0.0189,0.5025
1784877078059851853,3,move_to,smooth_s_curve,129.6897,244.0814,-20.0311,130.0879,244.9436,-19.9999,0.0312,0.9496
1784877078078641727,3,move_to,smooth_s_curve,129.4700,243.6016,-20.0508,130.0718,244.8914,-20.0256,0.0252,1.4233
1784877078093853142,3,move_to,smooth_s_curve,129.2884,243.2053,-20.0670,130.0320,244.7692,-20.0727,-0.0058,1.7317
1784877078108388816,3,move_to,smooth_s_curve,129.1148,242.8267,-20.0824,129.9720,244.5842,-20.1189,-0.0365,1.9555
1784877078123529876,3,move_to,smooth_s_curve,128.9341,242.4328,-20.0983,129.8971,244.3601,-20.1495,-0.0512,2.1545
1784877078134079824,3,move_to,smooth_s_curve,128.8072,242.1564,-20.1095,129.8396,244.1896,-20.1648,-0.0553,2.2803
1784877078153937784,3,move_to,smooth_s_curve,128.5705,241.6413,-20.1303,129.6945,243.7726,-20.2091,-0.0788,2.4095
1784877078165648158,3,move_to,smooth_s_curve,128.4302,241.3361,-20.1426,129.6127,243.5483,-20.2256,-0.0831,2.5084
1784877078177505555,3,move_to,smooth_s_curve,128.2889,241.0287,-20.1549,129.4781,243.2095,-20.2418,-0.0869,2.4840
1784877078188549999,3,move_to,smooth_s_curve,128.1564,240.7409,-20.1664,129.3758,242.9724,-20.2482,-0.0818,2.5429
1784877078200296828,3,move_to,smooth_s_curve,128.0159,240.4357,-20.1786,129.2593,242.7261,-20.2572,-0.0786,2.6062
1784877078212448470,3,move_to,smooth_s_curve,127.8724,240.1240,-20.1910,129.0920,242.3862,-20.2504,-0.0594,2.5700
1784877078223394451,3,move_to,smooth_s_curve,127.7392,239.8351,-20.2024,128.9958,242.1978,-20.2343,-0.0319,2.6760
1784877078233958278,3,move_to,smooth_s_curve,127.6120,239.5591,-20.2133,128.9078,242.0287,-20.2173,-0.0040,2.7890
1784877078252707167,3,move_to,smooth_s_curve,127.3887,239.0751,-20.2324,128.7239,241.6618,-20.2139,0.0186,2.9110
1784877078268496240,3,move_to,smooth_s_curve,127.1998,238.6660,-20.2485,128.5650,241.3181,-20.2395,0.0091,2.9828
1784877078279691855,3,move_to,smooth_s_curve,127.0654,238.3750,-20.2599,128.4430,241.0436,-20.2629,-0.0030,3.0032
1784877078298353615,3,move_to,smooth_s_curve,126.8420,237.8918,-20.2788,128.1512,240.3959,-20.3282,-0.0494,2.8257
1784877078317293518,3,move_to,smooth_s_curve,126.6147,237.4004,-20.2979,127.8565,239.7600,-20.3518,-0.0539,2.6664
1784877078331134404,3,move_to,smooth_s_curve,126.4491,237.0426,-20.3118,127.7191,239.4691,-20.3493,-0.0375,2.7387
1784877078350325102,3,move_to,smooth_s_curve,126.2204,236.5489,-20.3308,127.4383,238.8711,-20.3723,-0.0415,2.6222
1784877078369711082,3,move_to,smooth_s_curve,125.9869,236.0453,-20.3502,127.1617,238.2648,-20.4134,-0.0633,2.5112
1784877078389175373,3,move_to,smooth_s_curve,125.7521,235.5393,-20.3695,126.8998,237.7059,-20.4231,-0.0536,2.4518
1784877078408628000,3,move_to,smooth_s_curve,125.5198,235.0391,-20.3886,126.6496,237.1770,-20.4284,-0.0398,2.4181
1784877078420344507,3,move_to,smooth_s_curve,125.3803,234.7390,-20.3999,126.5289,236.9199,-20.4332,-0.0333,2.4648
1784877078431925154,3,move_to,smooth_s_curve,125.2409,234.4392,-20.4113,126.4102,236.6673,-20.4372,-0.0259,2.5163
1784877078443680811,3,move_to,smooth_s_curve,125.1003,234.1369,-20.4227,126.2300,236.2864,-20.4506,-0.0279,2.4283
1784877078454792433,3,move_to,smooth_s_curve,124.9662,233.8489,-20.4335,126.1135,236.0437,-20.4565,-0.0229,2.4765
1784877078474292889,3,move_to,smooth_s_curve,124.7326,233.3471,-20.4524,125.9152,235.6333,-20.4433,0.0091,2.5740
1784877078485684387,3,move_to,smooth_s_curve,124.5956,233.0532,-20.4633,125.8335,235.4697,-20.4337,0.0297,2.7151
1784877078497028177,3,move_to,smooth_s_curve,124.4585,232.7592,-20.4743,125.7509,235.3034,-20.4229,0.0514,2.8536
1784877078508873659,3,move_to,smooth_s_curve,124.3169,232.4557,-20.4856,125.6001,234.9835,-20.4355,0.0500,2.8348
1784877078520074105,3,move_to,smooth_s_curve,124.1818,232.1662,-20.4963,125.4818,234.7221,-20.4641,0.0322,2.8675
1784877078531503971,3,move_to,smooth_s_curve,124.0434,231.8697,-20.5073,125.3568,234.4422,-20.4969,0.0103,2.8884
1784877078550615648,3,move_to,smooth_s_curve,123.8146,231.3801,-20.5253,125.1156,233.9225,-20.5268,-0.0016,2.8560
1784877078569044960,3,move_to,smooth_s_curve,123.5924,230.9049,-20.5427,124.8994,233.4751,-20.5282,0.0145,2.8834
1784877078588663819,3,move_to,smooth_s_curve,123.3568,230.4014,-20.5611,124.6578,232.9377,-20.5654,-0.0044,2.8505
1784877078607035372,3,move_to,smooth_s_curve,123.1358,229.9296,-20.5782,124.3675,232.2794,-20.6357,-0.0575,2.6530
1784877078621970959,3,move_to,smooth_s_curve,122.9548,229.5436,-20.5922,124.2139,231.9429,-20.6633,-0.0712,2.7096
1784877078633889512,3,move_to,smooth_s_curve,122.8124,229.2399,-20.6031,123.9913,231.4701,-20.6817,-0.0786,2.5226
1784877078644957134,3,move_to,smooth_s_curve,122.6796,228.9568,-20.6133,123.8505,231.1713,-20.6884,-0.0751,2.5050
1784877078656473278,3,move_to,smooth_s_curve,122.5418,228.6632,-20.6238,123.7190,230.8939,-20.6844,-0.0606,2.5223
1784877078674926670,3,move_to,smooth_s_curve,122.3168,228.1842,-20.6409,123.4917,230.4384,-20.6605,-0.0196,2.5420
1784877078694941283,3,move_to,smooth_s_curve,122.0760,227.6722,-20.6591,123.3003,230.0617,-20.6454,0.0137,2.6849
1784877078714950505,3,move_to,smooth_s_curve,121.8358,227.1616,-20.6771,123.0815,229.5942,-20.6719,0.0053,2.7330
1784877078726283313,3,move_to,smooth_s_curve,121.6985,226.8700,-20.6874,122.9544,229.3053,-20.7089,-0.0214,2.7401
1784877078746021517,3,move_to,smooth_s_curve,121.4607,226.3653,-20.7051,122.6798,228.6921,-20.7765,-0.0713,2.6268
1784877078765005620,3,move_to,smooth_s_curve,121.2305,225.8772,-20.7222,122.4222,228.1575,-20.7859,-0.0637,2.5729
1784877078784504603,3,move_to,smooth_s_curve,120.9946,225.3773,-20.7395,122.1794,227.6584,-20.7997,-0.0602,2.5704
1784877078803517255,3,move_to,smooth_s_curve,120.7659,224.8931,-20.7562,121.9290,227.1061,-20.8434,-0.0872,2.5000
1784877078817692478,3,move_to,smooth_s_curve,120.5947,224.5309,-20.7687,121.7345,226.6777,-20.8746,-0.1059,2.4306
1784877078836596727,3,move_to,smooth_s_curve,120.3668,224.0489,-20.7852,121.5372,226.2642,-20.8858,-0.1005,2.5054
1784877078856400526,3,move_to,smooth_s_curve,120.1269,223.5422,-20.8025,121.2825,225.7436,-20.8850,-0.0825,2.4863
1784877078875724459,3,move_to,smooth_s_curve,119.8927,223.0480,-20.8192,121.0379,225.2253,-20.8955,-0.0762,2.4601
1784877078895218762,3,move_to,smooth_s_curve,119.6578,222.5525,-20.8360,120.7894,224.6998,-20.9109,-0.0749,2.4272
1784877078914358986,3,move_to,smooth_s_curve,119.4262,222.0645,-20.8523,120.5481,224.1991,-20.9034,-0.0510,2.4115
1784877078933921008,3,move_to,smooth_s_curve,119.1893,221.5657,-20.8690,120.3079,223.6943,-20.9091,-0.0401,2.4046
1784877078949207497,3,move_to,smooth_s_curve,119.0047,221.1773,-20.8819,120.1279,223.3125,-20.9214,-0.0395,2.4126
1784877078960832946,3,move_to,smooth_s_curve,118.8640,220.8814,-20.8917,120.0092,223.0628,-20.9307,-0.0390,2.4638
1784877078980919196,3,move_to,smooth_s_curve,118.6208,220.3706,-20.9085,119.7728,222.5664,-20.9469,-0.0384,2.4796
1784877078992938425,3,move_to,smooth_s_curve,118.4749,220.0641,-20.9186,119.6046,222.2159,-20.9505,-0.0319,2.4303
1784877079004164374,3,move_to,smooth_s_curve,118.3380,219.7767,-20.9280,119.4997,221.9977,-20.9526,-0.0246,2.5065
1784877079016154912,3,move_to,smooth_s_curve,118.1927,219.4720,-20.9379,119.3939,221.7769,-20.9590,-0.0211,2.5992
1784877079027812336,3,move_to,smooth_s_curve,118.0523,219.1777,-20.9475,119.2311,221.4298,-20.9706,-0.0231,2.5420
1784877079039154613,3,move_to,smooth_s_curve,117.9152,218.8902,-20.9568,119.1209,221.1975,-20.9800,-0.0232,2.6033
1784877079051077304,3,move_to,smooth_s_curve,117.7705,218.5872,-20.9666,119.0223,221.0006,-20.9659,0.0006,2.7188
1784877079062643665,3,move_to,smooth_s_curve,117.6300,218.2931,-20.9761,118.9022,220.7722,-20.9410,0.0350,2.7865
1784877079074104531,3,move_to,smooth_s_curve,117.4897,217.9995,-20.9855,118.8312,220.6396,-20.9206,0.0649,2.9613
1784877079086550070,3,move_to,smooth_s_curve,117.3397,217.6858,-20.9955,118.7535,220.4739,-20.9180,0.0775,3.1260
1784877079102204952,3,move_to,smooth_s_curve,117.1483,217.2857,-21.0082,118.5466,220.0079,-20.9788,0.0295,3.0603
1784877079117313138,3,move_to,smooth_s_curve,116.9669,216.9068,-21.0202,118.3573,219.5832,-21.0369,-0.0167,3.0160
1784877079128701267,3,move_to,smooth_s_curve,116.8271,216.6149,-21.0295,118.2215,219.2927,-21.0622,-0.0327,3.0192
1784877079143972493,3,move_to,smooth_s_curve,116.6435,216.2319,-21.0415,118.0027,218.8298,-21.0966,-0.0551,2.9320
1784877079159305022,3,move_to,smooth_s_curve,116.4576,215.8442,-21.0537,117.7759,218.3391,-21.1323,-0.0787,2.8218
1784877079178910958,3,move_to,smooth_s_curve,116.2192,215.3475,-21.0691,117.4896,217.7222,-21.1624,-0.0933,2.6932
1784877079190373367,3,move_to,smooth_s_curve,116.0789,215.0554,-21.0782,117.3530,217.4367,-21.1647,-0.0865,2.7008
1784877079202114531,3,move_to,smooth_s_curve,115.9362,214.7584,-21.0874,117.1444,217.0044,-21.1647,-0.0774,2.5503
1784877079213993484,3,move_to,smooth_s_curve,115.7922,214.4587,-21.0966,117.0037,216.7108,-21.1742,-0.0776,2.5572
1784877079225580456,3,move_to,smooth_s_curve,115.6510,214.1652,-21.1056,116.8674,216.4274,-21.1814,-0.0758,2.5685
1784877079237248482,3,move_to,smooth_s_curve,115.5098,213.8719,-21.1146,116.6867,216.0715,-21.1628,-0.0482,2.4947
1784877079248784761,3,move_to,smooth_s_curve,115.3697,213.5809,-21.1235,116.5882,215.8854,-21.1434,-0.0199,2.6068
1784877079259969750,3,move_to,smooth_s_curve,115.2327,213.2965,-21.1321,116.4995,215.7204,-21.1247,0.0074,2.7350
1784877079271584227,3,move_to,smooth_s_curve,115.0923,213.0052,-21.1409,116.4118,215.5498,-21.1194,0.0215,2.8664
1784877079289982389,3,move_to,smooth_s_curve,114.8676,212.5391,-21.1550,116.2155,215.1320,-21.1563,-0.0014,2.9223
1784877079310631775,3,move_to,smooth_s_curve,114.6172,212.0204,-21.1705,115.9900,214.6435,-21.2068,-0.0363,2.9606
1784877079329982965,3,move_to,smooth_s_curve,114.3818,211.5329,-21.1850,115.7145,214.0471,-21.2605,-0.0754,2.8456
1784877079350135627,3,move_to,smooth_s_curve,114.1366,211.0258,-21.2000,115.4023,213.3750,-21.3222,-0.1222,2.6684
1784877079370915838,3,move_to,smooth_s_curve,113.8831,210.5019,-21.2154,115.1014,212.7436,-21.3506,-0.1352,2.5514
1784877079391225196,3,move_to,smooth_s_curve,113.6344,209.9884,-21.2304,114.8248,212.1808,-21.3521,-0.1217,2.4947
1784877079411533542,3,move_to,smooth_s_curve,113.3884,209.4809,-21.2452,114.5624,211.6547,-21.3537,-0.1085,2.4706
1784877079424063552,3,move_to,smooth_s_curve,113.2360,209.1667,-21.2543,114.3748,211.2730,-21.3592,-0.1049,2.3945
1784877079439135725,3,move_to,smooth_s_curve,113.0517,208.7869,-21.2652,114.1925,210.8969,-21.3631,-0.0979,2.3986
1784877079454197286,3,move_to,smooth_s_curve,112.8673,208.4072,-21.2760,114.0178,210.5454,-21.3611,-0.0850,2.4280
1784877079474697812,3,move_to,smooth_s_curve,112.6179,207.8941,-21.2906,113.8007,210.1208,-21.3467,-0.0561,2.5214
1784877079486091993,3,move_to,smooth_s_curve,112.4777,207.6060,-21.2988,113.6924,209.9020,-21.3467,-0.0479,2.5976
1784877079497603082,3,move_to,smooth_s_curve,112.3380,207.3188,-21.3069,113.5188,209.5369,-21.3637,-0.0568,2.5129
1784877079508808412,3,move_to,smooth_s_curve,112.2004,207.0361,-21.3148,113.3951,209.2731,-21.3826,-0.0677,2.5360
1784877079520271092,3,move_to,smooth_s_curve,112.0608,206.7495,-21.3229,113.2682,209.0075,-21.3965,-0.0736,2.5606
1784877079531396741,3,move_to,smooth_s_curve,111.9250,206.4708,-21.3306,113.1475,208.7605,-21.3924,-0.0617,2.5956
1784877079550940991,3,move_to,smooth_s_curve,111.6872,205.9832,-21.3441,112.9422,208.3639,-21.3588,-0.0147,2.6912
1784877079570824308,3,move_to,smooth_s_curve,111.4440,205.4849,-21.3579,112.7593,208.0069,-21.3381,0.0197,2.8443
1784877079589608651,3,move_to,smooth_s_curve,111.2125,205.0109,-21.3709,112.5282,207.5020,-21.3827,-0.0119,2.8172
1784877079610299491,3,move_to,smooth_s_curve,110.9618,204.4980,-21.3848,112.2368,206.8626,-21.4647,-0.0799,2.6864
1784877079626110278,3,move_to,smooth_s_curve,110.7680,204.1020,-21.3955,112.0078,206.3834,-21.4964,-0.1009,2.5966
1784877079637727892,3,move_to,smooth_s_curve,110.6265,203.8128,-21.4033,111.7919,205.9449,-21.4992,-0.0959,2.4297
1784877079648956559,3,move_to,smooth_s_curve,110.4895,203.5332,-21.4108,111.6579,205.6685,-21.4970,-0.0863,2.4340
1784877079660880352,3,move_to,smooth_s_curve,110.3445,203.2373,-21.4187,111.5328,205.4132,-21.4860,-0.0674,2.4793
1784877079672319425,3,move_to,smooth_s_curve,110.2031,202.9488,-21.4263,111.3699,205.0894,-21.4646,-0.0382,2.4379
1784877079683953562,3,move_to,smooth_s_curve,110.0610,202.6591,-21.4340,111.2726,204.9067,-21.4517,-0.0177,2.5533
1784877079695041084,3,move_to,smooth_s_curve,109.9256,202.3832,-21.4413,111.1830,204.7398,-21.4387,0.0025,2.6710
1784877079706682556,3,move_to,smooth_s_curve,109.7827,202.0920,-21.4489,111.0949,204.5728,-21.4335,0.0155,2.8065
1784877079726216836,3,move_to,smooth_s_curve,109.5438,201.6059,-21.4616,110.9046,204.1774,-21.4595,0.0021,2.9094
1784877079737826935,3,move_to,smooth_s_curve,109.4016,201.3166,-21.4691,110.7447,203.8371,-21.4860,-0.0168,2.8560
1784877079748689271,3,move_to,smooth_s_curve,109.2695,201.0480,-21.4761,110.6216,203.5802,-21.5058,-0.0297,2.8706
1784877079764408383,3,move_to,smooth_s_curve,109.0776,200.6580,-21.4861,110.4125,203.1414,-21.5463,-0.0602,2.8194
1784877079780991372,3,move_to,smooth_s_curve,108.8746,200.2457,-21.4967,110.1920,202.6797,-21.5814,-0.0848,2.7676
1784877079800693843,3,move_to,smooth_s_curve,108.6307,199.7509,-21.5092,109.9224,202.1162,-21.6026,-0.0934,2.6950
1784877079819812171,3,move_to,smooth_s_curve,108.3972,199.2775,-21.5212,109.6567,201.5709,-21.6163,-0.0951,2.6165
1784877079834506991,3,move_to,smooth_s_curve,108.2170,198.9126,-21.5303,109.4501,201.1475,-21.6351,-0.1047,2.5526
1784877079853736574,3,move_to,smooth_s_curve,107.9810,198.4347,-21.5422,109.1734,200.5817,-21.6532,-0.1109,2.4559
1784877079864777021,3,move_to,smooth_s_curve,107.8466,198.1628,-21.5490,109.0365,200.3057,-21.6570,-0.1080,2.4512
1784877079883624602,3,move_to,smooth_s_curve,107.6154,197.6953,-21.5605,108.7724,199.7745,-21.6646,-0.1041,2.3795
1784877079899067665,3,move_to,smooth_s_curve,107.4264,197.3135,-21.5698,108.5833,199.4008,-21.6626,-0.0927,2.3865
1784877079910874522,3,move_to,smooth_s_curve,107.2819,197.0216,-21.5769,108.4612,199.1613,-21.6594,-0.0825,2.4432
1784877079930525748,3,move_to,smooth_s_curve,107.0392,196.5321,-21.5888,108.2144,198.6661,-21.6723,-0.0835,2.4363
1784877079941771981,3,move_to,smooth_s_curve,106.9014,196.2541,-21.5955,108.0949,198.4235,-21.6809,-0.0854,2.4759
1784877079961132730,3,move_to,smooth_s_curve,106.6639,195.7756,-21.6069,107.8656,197.9701,-21.6933,-0.0864,2.5020
1784877079980458268,3,move_to,smooth_s_curve,106.4263,195.2970,-21.6183,107.6325,197.5040,-21.7019,-0.0836,2.5151
1784877079995290997,3,move_to,smooth_s_curve,106.2438,194.9299,-21.6269,107.4503,197.1327,-21.7212,-0.0943,2.5116
1784877080006442573,3,move_to,smooth_s_curve,106.1059,194.6525,-21.6334,107.3223,196.8683,-21.7408,-0.1074,2.5277
1784877080025698916,3,move_to,smooth_s_curve,105.8701,194.1787,-21.6444,107.0576,196.3322,-21.7644,-0.1200,2.4592
1784877080045000249,3,move_to,smooth_s_curve,105.6333,193.7033,-21.6554,106.8129,195.8452,-21.7687,-0.1133,2.4452
1784877080063991063,3,move_to,smooth_s_curve,105.4000,193.2351,-21.6662,106.5782,195.3762,-21.7691,-0.1029,2.4438
1784877080082853762,3,move_to,smooth_s_curve,105.1673,192.7685,-21.6768,106.3208,194.8538,-21.7940,-0.1172,2.3830
1784877080097643549,3,move_to,smooth_s_curve,104.9855,192.4044,-21.6850,106.1234,194.4527,-21.8078,-0.1228,2.3432
1784877080108758697,3,move_to,smooth_s_curve,104.8486,192.1303,-21.6912,105.9915,194.1890,-21.8133,-0.1221,2.3547
1784877080120033122,3,move_to,smooth_s_curve,104.7113,191.8555,-21.6973,105.8600,193.9264,-21.8141,-0.1167,2.3682
1784877080131554579,3,move_to,smooth_s_curve,104.5694,191.5718,-21.7036,105.7318,193.6700,-21.8109,-0.1072,2.3987
1784877080150622086,3,move_to,smooth_s_curve,104.3334,191.1000,-21.7141,105.5109,193.2418,-21.7778,-0.0637,2.4442
1784877080169102754,3,move_to,smooth_s_curve,104.1056,190.6451,-21.7240,105.3235,192.8910,-21.7422,-0.0182,2.5549
1784877080188961237,3,move_to,smooth_s_curve,103.8616,190.1580,-21.7346,105.1041,192.4500,-21.7536,-0.0190,2.6071
1784877080207844607,3,move_to,smooth_s_curve,103.6287,189.6937,-21.7446,104.8353,191.8765,-21.8232,-0.0785,2.4941
1784877080224020354,3,move_to,smooth_s_curve,103.4294,189.2964,-21.7531,104.6254,191.4389,-21.8558,-0.1027,2.4538
1784877080239692338,3,move_to,smooth_s_curve,103.2366,188.9126,-21.7613,104.4190,191.0231,-21.8673,-0.1060,2.4191
1784877080258756127,3,move_to,smooth_s_curve,103.0012,188.4442,-21.7712,104.1510,190.4919,-21.8662,-0.0951,2.3485
1784877080277077689,3,move_to,smooth_s_curve,102.7755,187.9955,-21.7805,103.9712,190.1346,-21.8642,-0.0836,2.4505
1784877080292081351,3,move_to,smooth_s_curve,102.5893,187.6255,-21.7882,103.7977,189.7906,-21.8633,-0.0751,2.4796
1784877080303989940,3,move_to,smooth_s_curve,102.4444,187.3378,-21.7942,103.6157,189.4271,-21.8720,-0.0779,2.3953
1784877080315311829,3,move_to,smooth_s_curve,102.3041,187.0593,-21.7999,103.4865,189.1663,-21.8855,-0.0856,2.4161
1784877080326899479,3,move_to,smooth_s_curve,102.1612,186.7759,-21.8056,103.3581,188.9099,-21.8959,-0.0903,2.4467
1784877080345577881,3,move_to,smooth_s_curve,101.9307,186.3191,-21.8149,103.1333,188.4818,-21.8677,-0.0528,2.4745
1784877080364412915,3,move_to,smooth_s_curve,101.6987,185.8594,-21.8241,102.9376,188.1254,-21.8377,-0.0136,2.5825
1784877080379836815,3,move_to,smooth_s_curve,101.5074,185.4808,-21.8316,102.7753,187.8026,-21.8477,-0.0160,2.6454
1784877080391579412,3,move_to,smooth_s_curve,101.3626,185.1943,-21.8373,102.6512,187.5393,-21.8738,-0.0365,2.6758
1784877080410017195,3,move_to,smooth_s_curve,101.1351,184.7447,-21.8461,102.3794,186.9600,-21.9336,-0.0875,2.5408
1784877080429587764,3,move_to,smooth_s_curve,100.8934,184.2671,-21.8554,102.1116,186.4302,-21.9443,-0.0889,2.4825
1784877080448971260,3,move_to,smooth_s_curve,100.6541,183.7948,-21.8645,101.8612,185.9466,-21.9394,-0.0749,2.4672
1784877080467786173,3,move_to,smooth_s_curve,100.4223,183.3378,-21.8732,101.5991,185.4148,-21.9705,-0.0972,2.3872
1784877080482380181,3,move_to,smooth_s_curve,100.2412,182.9809,-21.8800,101.3983,185.0091,-21.9974,-0.1174,2.3350
1784877080493982148,3,move_to,smooth_s_curve,100.0977,182.6983,-21.8853,101.2666,184.7503,-22.0058,-0.1205,2.3616
1784877080505542733,3,move_to,smooth_s_curve,99.9554,182.4181,-21.8905,101.1350,184.4942,-22.0049,-0.1144,2.3878
1784877080516717611,3,move_to,smooth_s_curve,99.8163,182.1445,-21.8956,101.0049,184.2420,-22.0032,-0.1076,2.4109
1784877080534492854,3,move_to,smooth_s_curve,99.5977,181.7146,-21.9035,100.7771,183.8107,-21.9829,-0.0793,2.4052
1784877080549733799,3,move_to,smooth_s_curve,99.4094,181.3446,-21.9103,100.6329,183.5450,-21.9634,-0.0531,2.5177
1784877080561410335,3,move_to,smooth_s_curve,99.2651,181.0612,-21.9154,100.5333,183.3570,-21.9617,-0.0463,2.6228
1784877080572826803,3,move_to,smooth_s_curve,99.1222,180.7806,-21.9205,100.3610,183.0141,-21.9843,-0.0638,2.5541
1784877080583734368,3,move_to,smooth_s_curve,98.9877,180.5167,-21.9252,100.2286,182.7404,-22.0220,-0.0968,2.5465
1784877080595388540,3,move_to,smooth_s_curve,98.8434,180.2339,-21.9302,100.0972,182.4710,-22.0455,-0.1152,2.5645
1784877080606824246,3,move_to,smooth_s_curve,98.7018,179.9562,-21.9351,99.9722,182.2222,-22.0596,-0.1245,2.5978
1784877080626280868,3,move_to,smooth_s_curve,98.4622,179.4869,-21.9434,99.7529,181.8162,-22.0358,-0.0924,2.6631
1784877080638258544,3,move_to,smooth_s_curve,98.3139,179.1966,-21.9484,99.6026,181.5478,-22.0072,-0.0588,2.6813
1784877080649474674,3,move_to,smooth_s_curve,98.1749,178.9248,-21.9531,99.4943,181.3373,-22.0083,-0.0551,2.7497
1784877080661001952,3,move_to,smooth_s_curve,98.0313,178.6440,-21.9579,99.3734,181.0898,-22.0280,-0.0701,2.7899
1784877080672617497,3,move_to,smooth_s_curve,97.8869,178.3617,-21.9627,99.1747,180.6732,-22.0702,-0.1075,2.6460
1784877080684135468,3,move_to,smooth_s_curve,97.7452,178.0848,-21.9674,99.0394,180.3992,-22.0872,-0.1198,2.6517
1784877080695965279,3,move_to,smooth_s_curve,97.5985,177.7984,-21.9722,98.9143,180.1624,-22.0788,-0.1065,2.7054
1784877080707474622,3,move_to,smooth_s_curve,97.4554,177.5191,-21.9769,98.7557,179.8853,-22.0429,-0.0659,2.6999
1784877080718908966,3,move_to,smooth_s_curve,97.3135,177.2423,-21.9815,98.6567,179.7102,-22.0218,-0.0403,2.8098
1784877080730122049,3,move_to,smooth_s_curve,97.1752,176.9726,-21.9860,98.5547,179.5133,-22.0202,-0.0342,2.8911
1784877080749833429,3,move_to,smooth_s_curve,96.9313,176.4975,-21.9937,98.3279,179.0456,-22.0644,-0.0707,2.9057
1784877080769066766,3,move_to,smooth_s_curve,96.6920,176.0315,-22.0012,98.0717,178.5137,-22.1057,-0.1045,2.8399
1784877080789166449,3,move_to,smooth_s_curve,96.4434,175.5479,-22.0090,97.7726,177.9047,-22.1395,-0.1305,2.7059
1784877080808983318,3,move_to,smooth_s_curve,96.1968,175.0686,-22.0165,97.4509,177.2543,-22.1747,-0.1582,2.5200
1784877080823583257,3,move_to,smooth_s_curve,96.0157,174.7169,-22.0220,97.2198,176.8032,-22.1824,-0.1604,2.4088
1784877080834608957,3,move_to,smooth_s_curve,95.8791,174.4519,-22.0261,97.0772,176.5324,-22.1709,-0.1449,2.4008
1784877080854108123,3,move_to,smooth_s_curve,95.6383,173.9846,-22.0332,96.8122,176.0270,-22.1493,-0.1161,2.3558
1784877080865568429,3,move_to,smooth_s_curve,95.4941,173.7052,-22.0375,96.6898,175.7922,-22.1419,-0.1044,2.4052
1784877080877365455,3,move_to,smooth_s_curve,95.3492,173.4244,-22.0417,96.5194,175.4667,-22.1338,-0.0921,2.3539
1784877080888997302,3,move_to,smooth_s_curve,95.2042,173.1436,-22.0459,96.4061,175.2475,-22.1294,-0.0835,2.4231
1784877080900355785,3,move_to,smooth_s_curve,95.0624,172.8691,-22.0500,96.2885,175.0218,-22.1260,-0.0761,2.4774
1784877080911697785,3,move_to,smooth_s_curve,94.9209,172.5955,-22.0540,96.1692,174.7989,-22.1213,-0.0674,2.5324
1784877080929793145,3,move_to,smooth_s_curve,94.6963,172.1611,-22.0603,95.9599,174.4227,-22.1037,-0.0434,2.5906
1784877080944370419,3,move_to,smooth_s_curve,94.5181,171.8167,-22.0653,95.8241,174.1781,-22.0873,-0.0221,2.6984
1784877080955401139,3,move_to,smooth_s_curve,94.3802,171.5505,-22.0691,95.7222,173.9797,-22.0893,-0.0202,2.7752
1784877080974537283,3,move_to,smooth_s_curve,94.1420,171.0910,-22.0756,95.4663,173.4458,-22.1448,-0.0692,2.7017
1784877080996147403,3,move_to,smooth_s_curve,93.8754,170.5768,-22.0827,95.1681,172.8427,-22.2065,-0.1237,2.6087
1784877081007916375,3,move_to,smooth_s_curve,93.7269,170.2907,-22.0866,94.9442,172.4086,-22.2178,-0.1312,2.4429
1784877081018984143,3,move_to,smooth_s_curve,93.5875,170.0223,-22.0903,94.7982,172.1246,-22.2232,-0.1329,2.4260
1784877081031159885,3,move_to,smooth_s_curve,93.4390,169.7364,-22.0942,94.6634,171.8675,-22.2110,-0.1169,2.4578
