t_ns,cycles,period_ms.min,period_ms.mean,period_ms.max,period_ms.p95,period_ms.p99,rpc_ms.mean,rpc_ms.max,total_ms.mean,total_ms.max,late,late_run_max,qf_events,qf_retries,qf_blocked_ms,rc.ok,rc.busy,rc.bad,rc.inval,rc.ign,rc.other,exc
1784876655285461881,250,7.91,8,8.13,8.05,8.08,2.05,2.75,4.17,5.51,0,0,0,0,0,250,0,0,0,0,0,0
1784876657285205384,250,7.62,8,8.35,8.04,8.31,2.1,4.26,4.24,6.6,0,0,0,0,0,250,0,0,0,0,0,0
1784876659285752008,250,7.73,8,8.11,8.05,8.1,2.04,2.65,4.15,5.72,0,0,0,0,0,250,0,0,0,0,0,0
1784876661285531881,250,7.92,8,8.08,8.04,8.06,2.04,2.58,4.14,5.42,0,0,0,0,0,250,0,0,0,0,0,0
1784876663285090553,250,7.9,8,8.09,8.04,8.07,2.02,2.58,4.1,5.49,0,0,0,0,0,250,0,0,0,0,0,0
1784876665285501725,250,7.77,8,8.24,8.04,8.09,2.04,2.81,4.16,5.42,0,0,0,0,0,250,0,0,0,0,0,0
1784876667285473392,250,7.64,8,8.3,8.04,8.08,2.04,3.82,4.14,6.39,0,0,0,0,0,250,0,0,0,0,0,0
1784876669285250325,250,7.62,8,8.44,8.03,8.04,1.97,2.61,4,5.35,0,0,0,0,0,250,0,0,0,0,0,0
1784876671285351331,250,7.37,8,8.66,8.05,8.21,2.05,4.41,4.14,6.33,0,0,0,0,0,250,0,0,0,0,0,0
1784876673285440585,250,7.39,8,8.62,8.04,8.07,2.03,3.38,4.11,5.95,0,0,0,0,0,250,0,0,0,0,0,0
1784876675285618499,250,7.78,8,8.25,8.04,8.1,2.03,2.93,4.13,5.46,0,0,0,0,0,250,0,0,0,0,0,0
1784876677285749333,250,7.6,8,8.35,8.05,8.32,2.07,3.46,4.21,6.14,0,0,0,0,0,250,0,0,0,0,0,0
1784876679285664689,250,7.83,8,8.18,8.04,8.1,2.02,2.91,4.11,5.98,0,0,0,0,0,250,0,0,0,0,0,0
1784876681285729375,250,7.91,8,8.08,8.04,8.07,2.06,3.03,4.22,6.57,0,0,0,0,0,250,0,0,0,0,0,0
1784876683285415457,250,7.72,8,8.3,8.04,8.09,2.07,3.14,4.2,5.76,0,0,0,0,0,250,0,0,0,0,0,0
1784876685285505892,250,7.46,8,8.54,8.04,8.08,2.02,3.5,4.11,6.37,0,0,0,0,0,250,0,0,0,0,0,0
1784876687285294017,250,7.93,8,8.06,8.04,8.05,2.03,2.67,4.12,6.32,0,0,0,0,0,250,0,0,0,0,0,0
1784876689285508290,250,7.29,8,8.74,8.04,8.37,2.01,3.09,4.08,5.69,0,0,0,0,0,250,0,0,0,0,0,0
1784876691284973171,250,7.38,8,8.64,8.05,8.32,2.04,3.34,4.14,6.82,0,0,0,0,0,250,0,0,0,0,0,0
1784876693285251880,250,7.57,8,8.46,8.06,8.33,2.12,3.9,4.32,7.5,0,0,0,0,0,250,0,0,0,0,0,0
1784876695285373618,250,7.68,8,8.35,8.04,8.1,1.99,3.38,4.02,5.68,0,0,0,0,0,250,0,0,0,0,0,0
1784876697285562782,250,7.93,8,8.09,8.04,8.06,2.01,3.33,4.08,6.17,0,0,0,0,0,250,0,0,0,0,0,0
1784876699285268643,250,7.75,8,8.29,8.04,8.12,2.03,3.33,4.08,5.78,0,0,0,0,0,250,0,0,0,0,0,0
1784876701285436689,250,7.81,8,8.12,8.04,8.09,2.05,3.27,4.16,6.01,0,0,0,0,0,250,0,0,0,0,0,0
1784876703285492913,250,7.64,8,8.34,8.06,8.17,2.09,3.26,4.22,5.76,0,0,0,0,0,250,0,0,0,0,0,0
1784876705286135682,250,7.1,8,8.9,8.05,8.2,2.03,2.66,4.16,5.59,0,0,0,0,0,250,0,0,0,0,0,0
1784876707285198331,250,7.69,8,8.32,8.05,8.28,2.03,2.55,4.12,5.51,0,0,0,0,0,250,0,0,0,0,0,0
1784876709285287740,250,7.08,8,8.87,8.04,8.07,2.07,2.8,4.18,5.78,0,0,0,0,0,250,0,0,0,0,0,0
1784876711285391031,250,7.59,8,8.42,8.04,8.09,2.04,3.36,4.17,6.7,0,0,0,0,0,250,0,0,0,0,0,0
1784876713285382268,250,7.09,8,8.96,8.07,8.5,2.09,3.27,4.2,5.81,0,0,0,0,0,250,0,0,0,0,0,0
1784876715285135761,250,7.55,8,8.48,8.04,8.08,2.04,2.51,4.15,5.28,0,0,0,0,0,250,0,0,0,0,0,0
1784876717477505013,250,3.12,8.77,534.9,11.77,12.65,2.18,3.73,5.63,13.2,57,1,56,56,639.65,250,0,0,0,0,0,0
1784876719285081399,250,3.25,7.23,12.54,11.75,12.03,2.18,3.48,5.17,12.44,34,1,35,35,401.8,250,0,0,0,0,0,0
1784876721285714876,250,7.45,8,8.78,8.05,8.41,2.07,3.15,4.19,5.79,0,0,0,0,0,250,0,0,0,0,0,0
1784876723285503254,250,7.29,8,8.69,8.05,8.43,2.09,3.2,4.27,6.46,0,0,0,0,0,250,0,0,0,0,0,0
1784876725286310232,250,7.35,8,8.61,8.08,8.25,2.12,3.5,4.28,6.38,0,0,0,0,0,250,0,0,0,0,0,0
1784876727286771257,250,7.36,8,8.69,8.05,8.27,2.11,3.63,4.31,6.31,0,0,0,0,0,250,0,0,0,0,0,0
1784876729285428038,250,7.13,8,8.88,8.1,8.27,2.08,3.44,4.27,6.27,0,0,0,0,0,250,0,0,0,0,0,0
1784876731285640662,250,7.73,8,8.32,8.07,8.23,2.09,3.4,4.28,7.16,0,0,0,0,0,250,0,0,0,0,0,0
1784876733286493982,250,7.3,8,8.7,8.04,8.27,2.12,3.07,4.3,6.18,0,0,0,0,0,250,0,0,0,0,0,0
1784876735285691220,250,7.37,8,8.67,8.09,8.29,2.13,3.72,4.31,6.54,0,0,0,0,0,250,0,0,0,0,0,0
1784876737284244277,250,7.22,8,8.76,8.04,8.24,2.03,3.27,4.14,7.15,0,0,0,0,0,250,0,0,0,0,0,0
1784876739285582927,250,7.55,8,8.47,8.04,8.06,2.06,2.6,4.16,5.5,0,0,0,0,0,250,0,0,0,0,0,0
1784876741286120930,250,6.16,8,9.82,8.04,8.07,2.02,3.17,4.05,5.29,0,0,0,0,0,250,0,0,0,0,0,0
1784876743286258209,250,7.79,8,8.23,8.05,8.11,2.04,2.84,4.16,6.18,0,0,0,0,0,250,0,0,0,0,0,0
1784876745286021360,250,7.89,8,8.11,8.04,8.08,2.03,2.49,4.15,5.56,0,0,0,0,0,250,0,0,0,0,0,0
1784876747285573568,250,7.88,8,8.09,8.04,8.09,2.07,2.48,4.17,5.18,0,0,0,0,0,250,0,0,0,0,0,0
1784876749285734371,250,3.77,8,13.69,8.05,8.09,2.06,2.79,4.2,13.6,1,1,0,0,0,250,0,0,0,0,0,0
1784876751285740998,250,7.59,8,8.4,8.05,8.22,2.1,2.82,4.24,6.12,0,0,0,0,0,250,0,0,0,0,0,0
1784876753285629754,250,7.19,8,8.84,8.05,8.45,2.09,3.11,4.24,5.9,0,0,0,0,0,250,0,0,0,0,0,0
1784876755285551504,250,7.83,8,8.29,8.04,8.09,2.06,2.65,4.16,5.66,0,0,0,0,0,250,0,0,0,0,0,0
1784876757286306608,250,7.6,8,8.47,8.05,8.27,2.01,3.05,4.13,5.82,0,0,0,0,0,250,0,0,0,0,0,0
1784876759286404252,250,7.24,8,8.72,8.22,8.54,2.16,3.63,4.31,6.23,0,0,0,0,0,250,0,0,0,0,0,0
1784876761285864776,250,7.1,8,8.91,8.2,8.69,2.18,3.38,4.38,6.76,0,0,0,0,0,250,0,0,0,0,0,0
1784876763285347650,250,7.12,8,8.87,8.19,8.51,2.06,2.94,4.23,5.88,0,0,0,0,0,250,0,0,0,0,0,0
1784876765286447852,250,7.21,8,8.79,8.22,8.66,2.14,3.3,4.34,6.12,0,0,0,0,0,250,0,0,0,0,0,0
1784876767285837829,250,7.36,8,8.63,8.27,8.49,2.14,3.74,4.29,6.5,0,0,0,0,0,250,0,0,0,0,0,0
1784876769285070517,250,7.13,8,8.87,8.11,8.6,2.06,3.35,4.2,6.3,0,0,0,0,0,250,0,0,0,0,0,0
1784876771285092546,250,7.4,8,8.59,8.05,8.37,2.05,2.82,4.19,5.78,0,0,0,0,0,250,0,0,0,0,0,0
1784876773285900675,250,7.3,8,8.71,8.16,8.63,2.14,3.53,4.34,6.72,0,0,0,0,0,250,0,0,0,0,0,0
1784876775286536176,250,7.31,8,8.69,8.24,8.55,2.19,3.85,4.38,6.96,0,0,0,0,0,250,0,0,0,0,0,0
1784876777285698125,250,7.3,8,8.73,8.27,8.63,2.13,3.29,4.33,5.83,0,0,0,0,0,250,0,0,0,0,0,0
1784876779285888418,250,7.48,8,8.58,8.19,8.34,2.1,3.46,4.28,7.27,0,0,0,0,0,250,0,0,0,0,0,0
1784876781285820621,250,7.32,8,8.68,8.2,8.61,2.13,3.15,4.27,6.35,0,0,0,0,0,250,0,0,0,0,0,0
1784876783285938344,250,7.21,8,8.82,8.24,8.65,2.09,5.34,4.26,8.53,0,0,0,0,0,250,0,0,0,0,0,0
1784876785285641722,250,7.61,8,8.48,8.07,8.28,2.09,3.86,4.25,6.37,0,0,0,0,0,250,0,0,0,0,0,0
1784876787285581255,250,7.13,8,8.87,8.24,8.54,2.1,3.09,4.29,5.76,0,0,0,0,0,250,0,0,0,0,0,0
1784876789285756340,250,7.24,8,8.7,8.22,8.56,2.07,3.27,4.18,5.93,0,0,0,0,0,250,0,0,0,0,0,0
1784876791285464354,250,7.29,8,8.71,8.05,8.38,2.02,3.24,4.09,5.47,0,0,0,0,0,250,0,0,0,0,0,0
1784876793285516576,250,7.14,8,8.64,8.09,8.31,2.07,3.62,4.2,6.6,0,0,0,0,0,250,0,0,0,0,0,0
1784876795286214779,250,7.26,8,8.75,8.23,8.57,2.1,3.24,4.25,6.3,0,0,0,0,0,250,0,0,0,0,0,0
1784876797287129204,250,7.23,8,8.76,8.22,8.54,2.14,3.77,4.34,6.87,0,0,0,0,0,250,0,0,0,0,0,0
1784876799285482025,250,7.26,8,8.73,8.18,8.7,2.09,3.25,4.26,6.93,0,0,0,0,0,250,0,0,0,0,0,0
1784876801285964865,250,7.22,8,8.76,8.09,8.53,2.06,3.71,4.18,5.9,0,0,0,0,0,250,0,0,0,0,0,0
1784876803285169177,250,7.74,8,8.25,8.05,8.19,2.03,2.74,4.09,6.26,0,0,0,0,0,250,0,0,0,0,0,0
1784876805285359023,250,7.31,8,8.7,8.11,8.39,2.08,3.33,4.2,7.34,0,0,0,0,0,250,0,0,0,0,0,0
1784876807286592364,250,7.74,8,8.26,8.05,8.1,2.04,2.55,4.13,5.6,0,0,0,0,0,250,0,0,0,0,0,0
1784876809286705713,250,7.46,8,8.51,8.06,8.26,2.09,3.69,4.24,6.63,0,0,0,0,0,250,0,0,0,0,0,0
1784876811285686532,250,7.32,8,8.6,8.07,8.44,2.05,2.79,4.2,5.63,0,0,0,0,0,250,0,0,0,0,0,0
1784876813286366716,250,7.71,8,8.57,8.05,8.24,2.06,3.54,4.17,7.05,0,0,0,0,0,250,0,0,0,0,0,0
1784876815285860617,250,7.22,8,8.67,8.07,8.26,2.06,3.21,4.19,6.99,0,0,0,0,0,250,0,0,0,0,0,0
1784876817286272656,250,7.45,8,8.55,8.1,8.36,2.07,3.48,4.2,5.98,0,0,0,0,0,250,0,0,0,0,0,0
1784876819286630147,250,7.01,8,8.95,8.07,8.44,2.06,3.42,4.17,6.31,0,0,0,0,0,250,0,0,0,0,0,0
1784876821286985263,250,7.07,8,8.93,8.24,8.63,2.17,3.02,4.39,5.87,0,0,0,0,0,250,0,0,0,0,0,0
1784876823285515438,250,7.27,8,8.72,8.26,8.61,2.16,3.47,4.37,6.28,0,0,0,0,0,250,0,0,0,0,0,0
1784876825286799289,250,7.33,8,8.56,8.27,8.43,2.22,3.74,4.44,6.64,0,0,0,0,0,250,0,0,0,0,0,0
1784876827285287498,250,7.32,8,8.56,8.2,8.37,2.12,3.14,4.29,6.36,0,0,0,0,0,250,0,0,0,0,0,0
1784876829285761016,250,7.31,8,8.68,8.24,8.59,2.14,3.98,4.34,6.21,0,0,0,0,0,250,0,0,0,0,0,0
1784876831286690540,250,7.33,8,8.64,8.25,8.52,2.16,3.74,4.38,6.38,0,0,0,0,0,250,0,0,0,0,0,0
1784876833285617984,250,7.24,8,8.75,8.05,8.54,2.06,3.33,4.16,5.85,0,0,0,0,0,250,0,0,0,0,0,0
1784876835285772635,250,7.15,8,8.64,8.04,8.47,2.09,3.55,4.19,6.51,0,0,0,0,0,250,0,0,0,0,0,0
1784876837285444361,250,7.27,8,8.7,8.09,8.38,2.1,3.01,4.27,5.6,0,0,0,0,0,250,0,0,0,0,0,0
1784876839285362802,250,7.31,8,8.69,8.08,8.47,2.09,3.27,4.24,5.6,0,0,0,0,0,250,0,0,0,0,0,0
1784876841285855639,250,7.4,8,8.65,8.1,8.52,2.11,3.49,4.23,5.84,0,0,0,0,0,250,0,0,0,0,0,0
1784876843286502261,250,7.3,8,8.7,8.25,8.35,2.14,3.25,4.36,6.36,0,0,0,0,0,250,0,0,0,0,0,0
1784876845285997834,250,7.27,8,8.71,8.26,8.64,2.22,3.56,4.45,7.34,0,0,0,0,0,250,0,0,0,0,0,0
1784876847285962200,250,7.27,8,8.72,8.16,8.46,2.15,3.56,4.38,6.9,0,0,0,0,0,250,0,0,0,0,0,0
1784876849285816732,250,7.27,8,8.71,8.2,8.6,2.06,3.3,4.17,6.27,0,0,0,0,0,250,0,0,0,0,0,0
1784876851286389089,250,7.17,8,8.85,8.15,8.54,2.1,3.93,4.24,6.46,0,0,0,0,0,250,0,0,0,0,0,0
1784876853285539884,250,7.38,8,8.71,8.1,8.61,2.1,3.42,4.26,6.57,0,0,0,0,0,250,0,0,0,0,0,0
